Experiment	Paper	Pathogen	Classification	VOC	PubChem ID	Analytical Method	Sample origin															
199	46	Aspergillus niger	Fungus	2-(2-butoxyethoxy)ethanol	8177	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	2-propyl-1-heptanol	24847	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	2-butyl-1-octanol	19800	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	1-dodecanol	8193	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	2-phenylisopropanol	12053	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"4-ethyl-1,3-benzenediol"	17927	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	2-phenylethanol	6054	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"2,4,6-trimethylphenol"	10698	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"2,4-bis(1,1-dimethylethyl)phenol"	528937	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	butylhydroxytoluene	31404	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	acetaldehyde	177	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	3-methylbutanal	11552	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	2-butenal	447466	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	2-methylbutanal	7284	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	pentanal	8063	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	hexanal	6184	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	3-hexenal	643139	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	heptanal	8130	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	2-ethylhexanal	31241	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	2-heptenal	5283316	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	octanal	454	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	(E)-2-octenal	5283324	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	2-methylenehexanal	70612	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	nonanal	31289	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	2-nonenal	5283335	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	decanal	8175	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"(E,E)-2,4-decadienal"	5283349	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	2-undecenal	5283356	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	dodecanal	8194	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	benzaldehyde	240	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	2-phenylacetaldehyde	998	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	2-hydroxybenzaldehyde	6998	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	2-methylbenzaldehyde	10722	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	4-methylbenzaldehyde	7725	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"3,5-dimethylbenzaldehyde"	34225	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	4-(1-methylethyl)-benzaldehyde	326	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	4-butylbenzaldehyde	70324	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	lily aldehyde	228987	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	ethyl acetate	8857	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	ethyl propenoate	8821	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	methyl methacrylate	6658	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	n-butyl acetate	31272	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	3-methylbutyl-2-propenoate	not available	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	ethylene diethanoate	8121	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	ethyl hexanoate	31265	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	pentyl propanate	12217	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	3-methylheptyl acetate	537686	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"dimethyl 2,4-dimethylpentanedioate"	137437	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	2-ethylhexyl 2-propenoate	7636	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	4-tert-butylcyclohexyl acetate	36081	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	methyl 2-(phenylmethyl)prop-2-enoate	575761	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	3-phenyl-2-propenyl propionate	7661	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"3-hydroxy-2,4,4-trimethylpentyl 2-methyl-propanoate"	551387	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	dibutyl-2-butenedioate	7774	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	ethyl 2-phenylbutanoate	97713	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	diisobutyl butanedioate	70214	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	isopropyl tetradecanoate	8042	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	methyl benzoate	7150	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	ethyl benzoate	7165	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	phenylethyl acetate	62341	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	2-phenylethyl acetate	7654	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	methyl benzenepropanoate	7643	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	dimethylphenethyl acetate	9024	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	o-methylbenzyl acetate	87085	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	methyl 2-methyl-4-phenyl butanoate	560433	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	dimethyl benzyl carbinyl butyrate	24915	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	methyl 5-phenylvalerate	262942	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	ethyl-5-phenyl-2-pentenoate	5368479	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	vinyl (2-butoxy)ethyl ether	20207	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	1-(methoxymethoxy)hexane	542225	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"(1,1-dimethylethoxy)methylbenzene"	102601097	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	1-methoxy-4-(2-propenyl)benzene	8815	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"1,1-oxybis-benzene"	7583	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	dimethoxymethyl-tert-butylbenzene	not available	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	heptane	8900	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"2,4-dimethylheptane"	16656	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"1,3-octadiene"	517653	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	nonane	8141	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"2,3,4-trimethyl-2-pentene"	5357254	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"2,3,4-trimethyl-2-pentene"	5357254	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	7-methyl-2-decene	5364557	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	dodecane	8182	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	tridecane	12388	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	tetradecane	12389	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	pentadecane	12391	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	hexadecane	11006	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	heptadecane	12398	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	benzene	241	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	toluene	1140	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	ethylbenzene	7500	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	m-xylene	7929	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	1-methylethylbenzene	7406	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	2-propenylbenzene	9309	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	propylbenzene	7668	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	1-ethyl-4-methylbenzene	12160	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	1-ethyl-2-methylbenzene	11903	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"1,3,5-trimethylbenzene"	7947	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	1-methyl-2-(1-methylethyl)benzene	10703	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"1,2,3-trimethylbenzene"	10686	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	1-methyl-3-propylbenzene	14092	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"2-ethyl-1,4-dimethylbenzene"	15653	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"1-ethyl-2,3-dimethylbenzene"	13621	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"2-ethyl-1,3-dimethylbenzene"	17877	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	1-phenyl-1-butene	5370622	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"1,2,4,5-tetramethylbenzene"	7269	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	diethenylbenzene	66666	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"2,4-diethyl-1-methylbenzene"	33044	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	pentamethylbenzene	12784	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	biphenyl	7095	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"2-methyl-6-phenyl-1,6-heptadiene"	not available	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"1,1-(1,3-propanediyl)bis-benzene"	14125	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"1,3,5,7-cyclooctatetraene"	637866	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"1,2-propadienylcyclohexane"	21873	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	acetone	180	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	2-butanone	6569	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"2,3-butanedione"	650	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"2,3-pentanedione"	11747	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	3-heptanone	7802	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	1-octen-3-one	61346	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"2,3-octanedione"	11449	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	6-methyl-5-hepten-2-one	9862	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	3-octanone	246728	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	3-octen-2-one	15475	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	5-ethyl-2-heptanone	3084772	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	(E)-3-nonen-2-one	5317045	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	3-nonanone	61235	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	2-nonanone	13187	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"6-methyl-3,5-heptadien-2-one"	5370101	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	1-decen-3-one	171530	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	3-decen-2-one	5363233	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"4,8-dimethyl-nona-3,8-dien-2-one"	not available	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	2-dodecanone	22556	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"6,10-dimethyl-,5,9-undecadien-2-one"	1549778	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	2-tridecanone	11622	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	acetophenone	7410	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	1-phenyl-2-propanone	7678	SPME and GC x GC - ToFMS	reference strain															
